Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Ivy Lasslett,1,United States,MACON,14423,shopify_payments,$537,53.713,590.843,1519,Boots
Juanita Isles,1,United States,SAN ANTONIO,14413,manual,$439,43.913,483.043,97,Tennis Shoes
Brandtr Bramhill,1,United States,BROOKLYN,14400,gift_card,$498,49.763,547.393,593,Running Shoes
Audy Richemont,1,United States,LUBBOCK,14364,gift_card,$488,48.813,536.943,7298,Running Shoes
Lavinie Barkhouse,1,United States,MEMPHIS,14361,shopify_payments,$585,58.513,643.643,7264,Sandals
Sloane Carcass,1,United States,MIAMI,14351,paypal,$703,70.313,773.443,4446,Cycling Shoes
Belle Hutley,1,United States,HOUSTON,14341,gift_card,$518,51.753,569.283,1041,Running Shoes
Ansel Crookall,1,United States,FULLERTON,14334,gift_card,$486,48.553,534.083,6044,Cycling Shoes
Angelina Sharratt,1,United States,MANCHESTER,14323,gift_card,$518,51.753,569.283,1302,Tennis Shoes
Clayborn Skeech,1,United States,TOLEDO,14310,shopify_payments,$595,59.513,654.643,1100,Cycling Shoes
Simone Carty,1,United States,MINNEAPOLIS,14291,amazon_payments,$635,63.513,698.643,6933,Running Shoes
Jereme Titcombe,1,United States,GREENSBORO,14270,shopify_payments,$537,53.713,590.843,5475,Running Shoes
Joann Bromidge,1,United States,CHESAPEAKE,14254,manual,$537,53.713,590.843,1354,Tennis Shoes
Codee Belsher,1,United States,AUSTIN,14241,paypal,$497,49.713,546.843,4838,Walking Shoes
Cortney Blemen,1,United States,ERIE,14241,shopify_payments,$595,59.513,654.643,3602,Walking Shoes
Jaimie Toffetto,1,United States,RICHMOND,14173,shopify_payments,$635,63.513,698.643,17,Running Shoes
Roobbie Gribben,1,United States,RENO,14149,shopify_payments,$439,43.913,483.043,5100,Tennis Shoes
Austin Camosso,1,United States,AUSTIN,14146,gift_card,$596,59.593,655.523,1494,Walking Shoes
Ray Quennell,1,United States,LAS VEGAS,14142,shopify_payments,$567,56.713,623.843,1605,Jackets
Jayme Josebury,1,United States,CHARLOTTE,14140,shopify_payments,$497,49.713,546.843,1704,Running Shoes
Sarene Messager,1,United States,MINNEAPOLIS,14137,shopify_payments,$537,53.713,590.843,1668,Running Shoes
Wilona Carmo,1,United States,NEW BEDFORD,14128,shopify_payments,$537,53.713,590.843,2486,Tennis Shoes
Tilda Burtwell,1,United States,ROCKFORD,14125,shopify_payments,$596,59.593,655.523,3290,Running Shoes
Karlie Sketh,1,United States,FORT LAUDERDALE,14123,paypal,$537,53.713,590.843,2177,Tennis Shoes
Drusilla Dawtry,1,United States,SYRACUSE,14116,gift_card,$478,47.813,525.943,6877,Cycling Shoes
Mateo Gilford,1,United States,GRAND FORKS,14107,shopify_payments,$585,58.513,643.643,1851,Cycling Shoes
Aarika Stallen,1,United States,NEW YORK CITY,14098,shopify_payments,$507,50.713,557.843,571,Walking Shoes
Rubina Letterick,1,United States,TYLER,14086,shopify_payments,$497,49.713,546.843,1818,Climbing Shoes
Elyn Devall,1,United States,PHOENIX,14061,paypal,$518,51.753,569.283,2167,Running Shoes
Mirabelle Antoni,1,United States,MADISON,14038,shopify_payments,$603,60.313,663.443,2679,Walking Shoes
Bernadine de Mullett,1,United States,TALLAHASSEE,14037,shopify_payments,$555,55.513,610.643,1958,Running Shoes
Jessey Meneo,1,United States,HOUSTON,14028,shopify_payments,$789,78.913,868.043,690,Walking Shoes
Frances Ingold,1,United States,BROOKLYN,14010,shopify_payments,$753,75.273,828.003,7056,Running Shoes
Ronnie Lacotte,1,United States,FRESNO,14005,shopify_payments,$555,55.513,610.643,5963,Tennis Shoes
Cece Stangroom,1,United States,AUSTIN,14000,shopify_payments,$527,52.713,579.843,3731,Climbing Shoes
Basile Janas,1,United States,MODESTO,13998,manual,$585,58.513,643.643,6098,Flip-Flops
Dermot Wichard,1,United States,SHREVEPORT,13994,gift_card,$513,51.263,563.893,3931,Running Shoes
Wilbert Insoll,1,United States,INDIANAPOLIS,13994,paypal,$537,53.713,590.843,4424,Running Shoes
Pearl Stobbes,1,United States,SARASOTA,13984,shopify_payments,$505,50.513,555.643,2211,Running Shoes
Abbye Godsil,1,United States,MIAMI,13937,paypal,$549,54.873,603.603,4522,Running Shoes
Vera Harpur,1,United States,ROCHESTER,13935,paypal,$537,53.713,590.843,4869,Running Shoes
Allyn Dog,1,United States,CONROE,13916,shopify_payments,$683,68.313,751.443,678,Running Shoes
Elsbeth Timcke,1,United States,LITTLE ROCK,13911,shopify_payments,$510,50.953,560.483,6508,Cycling Shoes
Paulita Cork,1,United States,MANCHESTER,13889,gift_card,$497,49.713,546.843,2498,Running Shoes
Emlyn Nibloe,1,United States,ARLINGTON,13885,shopify_payments,$635,63.513,698.643,2526,Climbing Shoes
Tami Van Der Hoog,1,United States,MIAMI BEACH,13874,gift_card,$584,58.393,642.323,6176,Cycling Shoes
Esta Stuck,1,United States,WASHINGTON,13867,shopify_payments,$518,51.753,569.283,3021,Tennis Shoes
Cass Wrankling,1,United States,DALLAS,13852,manual,$527,52.713,579.843,6904,Tennis Shoes
Bliss Smethurst,1,United States,WASHINGTON,13851,shopify_payments,$518,51.753,569.283,4039,Running Shoes
Sarene Rockliffe,1,United States,COLUMBUS,13837,shopify_payments,$721,72.073,792.803,6400,Running Shoes
Tobe Longworthy,1,United States,WASHINGTON,13834,shopify_payments,$588,58.793,646.723,3447,Climbing Shoes
Ailyn Broadberrie,1,United States,SAN ANTONIO,13817,gift_card,$651,65.053,715.583,10,Walking Shoes
Rodrigo Crain,1,United States,CARSON CITY,13772,gift_card,$497,49.713,546.843,4426,Cycling Shoes
Noemi Shooter,1,United States,NEW HAVEN,13769,shopify_payments,$729,72.913,802.043,5465,Walking Shoes
Rhodie Avann,1,United States,SACRAMENTO,13758,paypal,$929,92.913,1022.043,835,Running Shoes
Halette Aleswell,1,United States,NAPLES,13753,shopify_payments,$605,60.513,665.643,3254,Cycling Shoes
Luciana Redbourn,1,United States,STOCKTON,13745,amazon_payments,$585,58.513,643.643,3329,Flip-Flops
Heddie Le Grove,1,United States,SAN FRANCISCO,13742,shopify_payments,$596,59.593,655.523,2425,Climbing Shoes
Brina Wayon,1,United States,CINCINNATI,13724,shopify_payments,$572,57.193,629.123,790,Running Shoes
Rozelle Vick,1,United States,MADISON,13722,shopify_payments,$555,55.513,610.643,98,Walking Shoes
Corney Artois,1,United States,OAKLAND,13721,shopify_payments,$642,64.153,705.683,3052,Walking Shoes
Franky Grishankov,1,United States,HOUSTON,13720,shopify_payments,$537,53.713,590.843,2144,Tennis Shoes
Yves Ansty,1,United States,DULUTH,13716,shopify_payments,$517,51.713,568.843,6429,Running Shoes
Cristen Colafate,1,United States,PALMDALE,13711,gift_card,$625,62.513,687.643,110,Running Shoes
Gweneth Basill,1,United States,BOCA RATON,13705,shopify_payments,$464,46.413,510.543,2047,Tennis Shoes
Reba Gelland,1,United States,JACKSONVILLE,13665,gift_card,$507,50.713,557.843,1730,Running Shoes
Haslett Matyashev,1,United States,MADISON,13659,gift_card,$510,50.953,560.483,574,Running Shoes
Priscella Stallan,1,United States,TOLEDO,13659,amazon_payments,$580,57.993,637.923,5048,Walking Shoes
Iris Stride,1,United States,NEW HAVEN,13657,gift_card,$510,50.953,560.483,6914,Running Shoes
Rustie Vase,1,United States,SCHENECTADY,13646,paypal,$594,59.433,653.763,6194,Walking Shoes
Nettie Wraighte,1,United States,LONG BEACH,13640,amazon_payments,$564,56.393,620.323,2045,Climbing Shoes
Lewiss Sammonds,1,United States,PITTSBURGH,13637,paypal,$518,51.753,569.283,2157,Tennis Shoes
Davita Cadding,1,United States,DES MOINES,13619,amazon_payments,$517,51.713,568.843,907,Running Shoes
Fayette Pethybridge,1,United States,ERIE,13598,gift_card,$497,49.713,546.843,6062,Running Shoes
Faustine Largen,1,United States,SAN FRANCISCO,13579,shopify_payments,$830,83.013,913.143,786,Running Shoes
Caro Paolacci,1,United States,HOLLYWOOD,13529,shopify_payments,$811,81.113,892.243,2431,Walking Shoes
Beatriz Catenot,1,United States,SPRINGFIELD,13509,shopify_payments,$517,51.713,568.843,6140,Climbing Shoes
Lucio Danilewicz,1,United States,JACKSONVILLE,13505,shopify_payments,$822,82.153,903.683,7159,Walking Shoes
Anna Rodman,1,United States,TRENTON,13501,gift_card,$524,52.393,576.323,5534,Cycling Shoes
Caroljean Wentworth,1,United States,NEWARK,13448,gift_card,$537,53.713,590.843,5414,Running Shoes
Min Reedyhough,1,United States,TUCSON,13446,amazon_payments,$1035,103.513,1138.643,1415,Walking Shoes
Davie Autrie,1,United States,GRAND RAPIDS,13409,shopify_payments,$537,53.713,590.843,255,Climbing Shoes
Suellen Boggish,1,United States,FRESNO,13370,shopify_payments,$576,57.613,633.743,2614,Cycling Shoes
Brien Denisot,1,United States,CHICAGO,13356,gift_card,$556,55.593,611.523,5487,Running Shoes
Silvanus Bourges,1,United States,ALBANY,13352,shopify_payments,$497,49.713,546.843,4413,Cycling Shoes
Frasquito Rubrow,1,United States,TULSA,13330,shopify_payments,$578,57.833,636.163,1153,Walking Shoes
Geralda Gapper,1,United States,WASHINGTON,13317,shopify_payments,$831,83.113,914.243,1173,Running Shoes
Delores MacDonnell,1,United States,EL PASO,13273,shopify_payments,$625,62.513,687.643,4519,Walking Shoes
Jude Eldredge,1,United States,SEATTLE,13273,shopify_payments,$537,53.713,590.843,740,Tennis Shoes
Eal McCluney,1,United States,ROCHESTER,13270,shopify_payments,$507,50.713,557.843,956,Running Shoes
Quintina Pollak,1,United States,LAWRENCEVILLE,13269,shopify_payments,$542,54.153,595.683,113,Running Shoes
Wat Joontjes,1,United States,SPOKANE,13250,shopify_payments,$610,61.033,671.363,2894,Tennis Shoes
Joete Yansons,1,United States,WARREN,13237,shopify_payments,$486,48.553,534.083,3193,Running Shoes
Tod Sedwick,1,United States,NASHVILLE,13236,shopify_payments,$593,59.313,652.443,4992,Boots
Chelsea Darington,1,United States,FORT SMITH,13201,paypal,$562,56.233,618.563,6165,Sandals
Murray Annett,1,United States,HIGH POINT,13178,shopify_payments,$537,53.713,590.843,3952,Climbing Shoes
Cathe Bignold,1,United States,DAVENPORT,13166,amazon_payments,$517,51.713,568.843,2907,Running Shoes
Raynard Jickles,1,United States,MILWAUKEE,13164,gift_card,$502,50.153,551.683,388,Tennis Shoes
Marlowe Innman,1,United States,TACOMA,13156,shopify_payments,$701,70.113,771.243,4553,Sandals
Karyl Goncaves,1,United States,OKLAHOMA CITY,13154,shopify_payments,$518,51.753,569.283,3411,Tennis Shoes
Pier Serrell,1,United States,LITTLETON,13134,shopify_payments,$527,52.713,579.843,3297,Climbing Shoes
Floris Duck,1,United States,ROCHESTER,13105,shopify_payments,$602,60.233,662.563,1972,Cycling Shoes
Ailey Munby,1,United States,SAINT LOUIS,13095,paypal,$510,50.953,560.483,950,Running Shoes
Blayne Tayt,1,United States,PHILADELPHIA,13086,paypal,$514,51.353,564.883,1932,Tennis Shoes
Marylinda Vasquez,1,United States,TOPEKA,13085,gift_card,$537,53.713,590.843,2882,Tennis Shoes
Isabella Danilyuk,1,United States,DALLAS,13082,shopify_payments,$537,53.713,590.843,2094,Climbing Shoes
Wernher Silverlock,1,United States,WICHITA,13077,shopify_payments,$507,50.713,557.843,263,Tennis Shoes
Skylar Sabbatier,1,United States,AURORA,13013,shopify_payments,$671,67.113,738.243,6427,Running Shoes
Westleigh Ibotson,1,United States,TOPEKA,13009,gift_card,$642,64.233,706.563,3007,Running Shoes
Lindon Hollingby,1,United States,TYLER,13002,shopify_payments,$625,62.513,687.643,880,Running Shoes
Rubin Tyght,1,United States,EL PASO,12988,shopify_payments,$537,53.713,590.843,7221,Walking Shoes
Pearce Vivians,1,United States,SUFFOLK,12986,shopify_payments,$527,52.713,579.843,2396,Climbing Shoes
Ediva Cornillot,1,United States,AKRON,12980,gift_card,$510,50.953,560.483,6926,Tennis Shoes
Averil Crasford,1,United States,PITTSBURGH,12974,gift_card,$497,49.713,546.843,2064,Cycling Shoes
Tracy Longmate,1,United States,SAN DIEGO,12961,paypal,$555,55.513,610.643,7292,Running Shoes
Luelle Sotheron,1,United States,WICHITA FALLS,12934,shopify_payments,$527,52.713,579.843,4710,Running Shoes
Giorgio Jacobsohn,1,United States,SPRINGFIELD,12931,gift_card,$565,56.513,621.643,3712,Running Shoes
Emilee McNally,1,United States,EVANSVILLE,12909,paypal,$877,87.713,964.843,2084,Sandals
Fawnia Furnell,1,United States,JAMAICA,12887,paypal,$517,51.713,568.843,2017,Walking Shoes
Celia Cossam,1,United States,BIRMINGHAM,12885,paypal,$510,50.953,560.483,2918,Running Shoes
Gretal Merchant,1,United States,SPRINGFIELD,12880,shopify_payments,$497,49.713,546.843,4789,Running Shoes
Austin Catley,1,United States,SYRACUSE,12843,gift_card,$510,50.953,560.483,3333,Running Shoes
Minni Meriel,1,United States,WEST HARTFORD,12799,shopify_payments,$497,49.713,546.843,4434,Tennis Shoes
Lavinie Ricardou,1,United States,WASHINGTON,12774,shopify_payments,$615,61.513,676.643,1491,Tennis Shoes
Cassaundra Hurdidge,1,United States,SAN JOSE,12728,paypal,$663,66.313,729.443,1878,Walking Shoes
Leta Millberg,1,United States,SAN JOSE,12707,paypal,$588,58.793,646.723,1561,Running Shoes
Shelba Hamelyn,1,United States,HOUSTON,12660,shopify_payments,$486,48.553,534.083,1414,Running Shoes
Maxi Dive,1,United States,TACOMA,12657,gift_card,$490,49.013,539.143,5859,Running Shoes
Donielle Beed,1,United States,OMAHA,12644,shopify_payments,$572,57.193,629.123,1720,Running Shoes
Pavlov Mowett,1,United States,MAPLE PLAIN,12597,shopify_payments,$555,55.513,610.643,6715,Cycling Shoes
Emelyne Rubee,1,United States,GRAND RAPIDS,12569,gift_card,$580,57.993,637.923,2347,Walking Shoes
Adella Dusey,1,United States,PALATINE,12536,shopify_payments,$439,43.913,483.043,780,Tennis Shoes
Luise Rickeard,1,United States,FRESNO,12535,shopify_payments,$527,52.713,579.843,7207,Running Shoes
Blair Plet,1,United States,AURORA,12528,shopify_payments,$831,83.113,914.243,6726,Running Shoes
Estrella Giacobilio,1,United States,ABILENE,12502,shopify_payments,$602,60.233,662.563,3532,Tennis Shoes
Sibyl McWhin,1,United States,AURORA,12500,shopify_payments,$494,49.353,542.883,1387,Sandals
Borg Swatridge,1,United States,CHICAGO,12476,shopify_payments,$703,70.313,773.443,4507,Tennis Shoes
Edgar Fielder,1,United States,EL PASO,12465,gift_card,$486,48.553,534.083,5108,Running Shoes
Andie Dowse,1,United States,INGLEWOOD,12430,gift_card,$785,78.473,863.203,2553,Jackets
Talia Mattia,1,United States,HOUSTON,12423,gift_card,$527,52.713,579.843,437,Tennis Shoes
Toinette Roger,1,United States,CLEVELAND,12423,amazon_payments,$486,48.553,534.083,5153,Walking Shoes
Webster Hysom,1,United States,RICHMOND,12422,shopify_payments,$486,48.553,534.083,6688,Sandals
Ardath Mineghelli,1,United States,SAINT LOUIS,12421,shopify_payments,$527,52.713,579.843,1914,Tennis Shoes
Mimi Haglington,1,United States,CHICAGO,12410,shopify_payments,$578,57.833,636.163,5231,Climbing Shoes
Pamella Hevey,1,United States,PHILADELPHIA,12391,shopify_payments,$459,45.913,505.043,5944,Boy's
Allyn Carmichael,1,United States,TULSA,12390,shopify_payments,$539,53.913,593.043,2203,Gift Card
Brigitta Ludman,1,United States,DALLAS,12380,shopify_payments,$494,49.353,542.883,5083,Running Shoes
Portie Klimus,1,United States,BROOKLYN,12375,paypal,$566,56.613,622.743,4455,Running Shoes
Cele Crigin,1,United States,SALT LAKE CITY,12364,shopify_payments,$518,51.753,569.283,394,Running Shoes
Cora Studd,1,United States,SAN DIEGO,12363,shopify_payments,$527,52.713,579.843,7168,Running Shoes
Renaldo Kissack,1,United States,WORCESTER,12348,shopify_payments,$540,53.993,593.923,7426,Walking Shoes
Rubin Vanyarkin,1,United States,VAN NUYS,12346,shopify_payments,$650,65.033,715.363,802,Running Shoes
Andrey Blakes,1,United States,HARRISBURG,12340,paypal,$510,50.953,560.483,3818,Tennis Shoes
Dynah Bothen,1,United States,JAMAICA,12334,shopify_payments,$497,49.713,546.843,1002,Running Shoes
Fredrika Winslade,1,United States,CHICAGO,12320,paypal,$508,50.813,558.943,6284,Running Shoes
Nowell Feild,1,United States,ANDERSON,12309,paypal,$635,63.513,698.643,5976,Running Shoes
Albertine Axe,1,United States,DALLAS,12305,shopify_payments,$625,62.513,687.643,7091,Running Shoes
Dinny Stellin,1,United States,ARLINGTON,12299,shopify_payments,$537,53.713,590.843,5172,Running Shoes
Cesaro Goulston,1,United States,MIAMI,12282,paypal,$588,58.793,646.723,4475,Running Shoes
Claudine Vasiljevic,1,United States,TUCSON,12265,manual,$518,51.753,569.283,4988,Tennis Shoes
Germain Braun,1,United States,OMAHA,12260,gift_card,$532,53.213,585.343,167,Running Shoes
Trey Bailles,1,United States,DAYTON,12239,shopify_payments,$502,50.153,551.683,1548,Running Shoes
Lib Harmson,1,United States,RICHMOND,12231,shopify_payments,$518,51.753,569.283,5169,Running Shoes
Betti Gildea,1,United States,JACKSONVILLE,12224,paypal,$527,52.713,579.843,909,Running Shoes
Cordelie Babbe,1,United States,OGDEN,12162,gift_card,$569,56.913,626.043,2912,Tennis Shoes
Abagael Merrall,1,United States,RICHMOND,12131,shopify_payments,$635,63.513,698.643,3424,Tennis Shoes
Forester Aynold,1,United States,PASADENA,12131,shopify_payments,$540,53.993,593.923,6391,Climbing Shoes
Baily Dinwoodie,1,United States,SAN DIEGO,12104,shopify_payments,$595,59.513,654.643,501,Walking Shoes
Shel Gazey,1,United States,WHITE PLAINS,12090,paypal,$507,50.713,557.843,1716,Flip-Flops
Des Staig,1,United States,ORLANDO,12089,shopify_payments,$505,50.513,555.643,2540,Running Shoes
Reynard Dirand,1,United States,SALT LAKE CITY,12065,gift_card,$548,54.793,602.723,6741,Running Shoes
Chandler Trengrouse,1,United States,SAINT LOUIS,12060,shopify_payments,$497,49.713,546.843,1930,Tennis Shoes
Liva Addicote,1,United States,SAGINAW,12050,amazon_payments,$673,67.313,740.443,3197,Running Shoes
Mina Leggitt,1,United States,KANSAS CITY,12039,paypal,$497,49.713,546.843,3189,Walking Shoes
Minnie Jindrich,1,United States,BEAUFORT,12038,shopify_payments,$527,52.713,579.843,1156,Running Shoes
Berny Wyard,1,United States,ALBANY,12014,shopify_payments,$537,53.713,590.843,746,Climbing Shoes
Bea Smallpiece,1,United States,COLUMBUS,12004,paypal,$518,51.753,569.283,791,Tennis Shoes
Rosanne Giovanitti,1,United States,FORT WAYNE,12001,gift_card,$498,49.763,547.393,2908,Running Shoes
Katusha Fyers,1,United States,NEW YORK CITY,11996,gift_card,$537,53.713,590.843,5572,Cycling Shoes
Eleonora Giroldi,1,United States,DURHAM,11993,shopify_payments,$527,52.713,579.843,3984,Running Shoes
Fabio Raxworthy,1,United States,EL PASO,11976,paypal,$497,49.713,546.843,7077,Walking Shoes
Georgine Samart,1,United States,EL PASO,11968,shopify_payments,$533,53.273,586.003,3961,Tennis Shoes
Georgine Ferenczy,1,United States,CINCINNATI,11964,paypal,$517,51.713,568.843,4745,Walking Shoes
Haskel Bonnor,1,United States,ALBANY,11952,paypal,$537,53.713,590.843,2348,Running Shoes
Rhodia Vidgeon,1,United States,NEW YORK CITY,11942,paypal,$517,51.713,568.843,5582,Flip-Flops
Mirna Spellecy,1,United States,SPRINGFIELD,11919,shopify_payments,$537,53.713,590.843,4623,Running Shoes
Cecil Marquand,1,United States,VIENNA,11911,shopify_payments,$539,53.913,593.043,4551,Gift Card
Austin Angood,1,United States,COLUMBUS,11908,shopify_payments,$497,49.713,546.843,7172,Climbing Shoes
Brandice Bunney,1,United States,ARLINGTON,11906,shopify_payments,$510,50.953,560.483,7413,Climbing Shoes
Ravi Janny,1,United States,BEAVERTON,11905,shopify_payments,$527,52.713,579.843,5437,Running Shoes
